model;params_tried;best_params;ACC;Precision;Recall;F1;ROC;Jaccard;model_path
GradientBoostingClassifier;{'learning_rate': [0.01], 'loss': ['log_loss'], 'max_depth': [8], 'max_features': [0.3], 'min_samples_leaf': [250], 'n_estimators': [100]};{'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 8, 'max_features': 0.3, 'min_samples_leaf': 250, 'n_estimators': 100};0.92125;0.9767441860465116;0.25149700598802394;0.39999999999999997;0.6253995846409066;0.25;model/GradientBoostingClassifier_4.pkl
