model;params_tried;best_params;ACC;Precision;Recall;F1;ROC;Jaccard;model_path
XGBClassifier;{'nthread': [4], 'objective': ['binary:logistic'], 'learning_rate': [0.05], 'max_depth': [4, 5, 6, 7], 'min_child_weight': [1, 5, 10, 11], 'subsample': [0.6, 0.8, 1.0], 'colsample_bytree': [0.6, 0.7, 1.0], 'n_estimators': [5, 50, 100], 'missing': [-999], 'seed': [1337]};{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 7, 'min_child_weight': 1, 'missing': -999, 'n_estimators': 100, 'nthread': 4, 'objective': 'binary:logistic', 'seed': 1337, 'subsample': 0.8};0.9275;0.5934065934065934;0.9700598802395209;0.7363636363636364;0.946300002925064;0.5827338129496403;model/XGBClassifier_2.pkl
